STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_de,Demographic indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IS,Iceland,2009,,32.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IS,Iceland,2010,,32.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IS,Iceland,2011,,32.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IT,Italy,2002,,28.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IT,Italy,2003,,28.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IT,Italy,2004,,28.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IT,Italy,2005,,29.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IT,Italy,2006,,29.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IT,Italy,2007,,29.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IT,Italy,2008,,29.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IT,Italy,2009,,30.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IT,Italy,2010,,30.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IT,Italy,2011,,30.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IT,Italy,2013,,31.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IT,Italy,2014,,31.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IT,Italy,2016,,31.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IT,Italy,2017,,32.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IT,Italy,2018,,32.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IT,Italy,2019,,32.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IT,Italy,2020,,33.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IT,Italy,2021,,33.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IT,Italy,2022,,33.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,IT,Italy,2023,,33.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LI,Liechtenstein,2011,,30.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LI,Liechtenstein,2012,,31.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LT,Lithuania,2002,,24.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LT,Lithuania,2003,,24.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LT,Lithuania,2004,,24.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LT,Lithuania,2005,,25.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LT,Lithuania,2006,,25.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LT,Lithuania,2007,,25.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LT,Lithuania,2008,,25.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LT,Lithuania,2009,,26.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LT,Lithuania,2010,,26.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LT,Lithuania,2011,,26.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LT,Lithuania,2013,,27.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LT,Lithuania,2014,,27.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LT,Lithuania,2015,,27.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LT,Lithuania,2016,,27.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LT,Lithuania,2017,,27.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LT,Lithuania,2018,,28.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LT,Lithuania,2019,,28.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LT,Lithuania,2020,,28.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LT,Lithuania,2021,,28.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LT,Lithuania,2022,,28.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LU,Luxembourg,2002,,27.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LU,Luxembourg,2003,,28.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LU,Luxembourg,2004,,28.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LU,Luxembourg,2005,,28.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LU,Luxembourg,2006,,29.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LU,Luxembourg,2007,,29.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LU,Luxembourg,2008,,29.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LU,Luxembourg,2009,,29.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LU,Luxembourg,2010,,30.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LU,Luxembourg,2011,,30.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LU,Luxembourg,2013,,29.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LU,Luxembourg,2014,,30.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LU,Luxembourg,2015,,32.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LU,Luxembourg,2016,,31.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LU,Luxembourg,2017,,31.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LU,Luxembourg,2019,,32.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LU,Luxembourg,2020,,32.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LU,Luxembourg,2021,,32.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LU,Luxembourg,2022,,32.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LU,Luxembourg,2023,,33.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LV,Latvia,2002,,25.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LV,Latvia,2003,,25.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LV,Latvia,2004,,25.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LV,Latvia,2005,,25.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LV,Latvia,2006,,26.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LV,Latvia,2007,,26.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LV,Latvia,2008,,26.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LV,Latvia,2009,,26.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LV,Latvia,2010,,27.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LV,Latvia,2011,,27.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LV,Latvia,2012,,27.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LV,Latvia,2013,,27.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LV,Latvia,2014,,28.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LV,Latvia,2015,,28.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LV,Latvia,2016,,28.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LV,Latvia,2017,,28.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LV,Latvia,2018,,29.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LV,Latvia,2019,,29.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LV,Latvia,2020,,29.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LV,Latvia,2021,,30.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LV,Latvia,2022,,30.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,LV,Latvia,2023,,30.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,MD,Moldova,2014,,24.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,MD,Moldova,2015,,24.7,,e,estimated,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,MD,Moldova,2023,,25.1,,ep,"estimated, provisional",,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ME,Montenegro,2005,,26.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ME,Montenegro,2006,,26.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ME,Montenegro,2007,,26.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ME,Montenegro,2008,,26.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ME,Montenegro,2009,,26.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ME,Montenegro,2011,,27.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ME,Montenegro,2013,,28.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ME,Montenegro,2014,,28.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ME,Montenegro,2015,,28.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ME,Montenegro,2016,,28.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ME,Montenegro,2017,,28.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ME,Montenegro,2018,,28.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ME,Montenegro,2019,,28.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ME,Montenegro,2020,,28.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,ME,Montenegro,2021,,27.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,MK,North Macedonia,2002,,24.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,MK,North Macedonia,2003,,24.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,MK,North Macedonia,2004,,24.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,MK,North Macedonia,2005,,24.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,MK,North Macedonia,2007,,25.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,MK,North Macedonia,2008,,24.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,MK,North Macedonia,2009,,25.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,MK,North Macedonia,2010,,25.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,MK,North Macedonia,2011,,25.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,MK,North Macedonia,2013,,25.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,MK,North Macedonia,2014,,25.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,MK,North Macedonia,2016,,26.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,MK,North Macedonia,2017,,26.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,MK,North Macedonia,2018,,26.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,MK,North Macedonia,2019,,26.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,MK,North Macedonia,2020,,26.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,MK,North Macedonia,2021,,26.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,MT,Malta,2003,,26.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,MT,Malta,2004,,27.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,MT,Malta,2006,,27.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,MT,Malta,2007,,28.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,MT,Malta,2008,,28.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,MT,Malta,2009,,28.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,MT,Malta,2010,,28.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,MT,Malta,2011,,29.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NL,Netherlands,2002,,28.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NL,Netherlands,2004,,29.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NL,Netherlands,2005,,29.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NL,Netherlands,2006,,29.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NL,Netherlands,2007,,29.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NL,Netherlands,2008,,29.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NL,Netherlands,2009,,29.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NL,Netherlands,2010,,29.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NL,Netherlands,2011,,30.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NL,Netherlands,2013,,30.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NL,Netherlands,2014,,30.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NL,Netherlands,2015,,30.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NL,Netherlands,2016,,31.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NL,Netherlands,2017,,31.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NL,Netherlands,2018,,31.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NL,Netherlands,2019,,31.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NL,Netherlands,2020,,31.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NL,Netherlands,2021,,32.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NL,Netherlands,2022,,32.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NO,Norway,2002,,28.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NO,Norway,2006,,30.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NO,Norway,2007,,30.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NO,Norway,2008,,31.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NO,Norway,2009,,30.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NO,Norway,2010,,30.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NO,Norway,2011,,31.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NO,Norway,2012,,31.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NO,Norway,2013,,31.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NO,Norway,2014,,31.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NO,Norway,2015,,31.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NO,Norway,2016,,31.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NO,Norway,2017,,32.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NO,Norway,2018,,30.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NO,Norway,2019,,33.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,NO,Norway,2020,,34.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,PL,Poland,2002,,24.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,PL,Poland,2003,,24.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,PL,Poland,2004,,25.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,PL,Poland,2005,,25.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,PL,Poland,2006,,25.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,PL,Poland,2007,,25.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,PL,Poland,2008,,25.7,,,,,
